target_id	length	eff_length	est_counts	tpm
	576	477	240.865	30.6333
	650	551	0	0
	827	728	0	0
	469	370	19.1133	3.13381
	586	487	615.898	76.7218
	481	382	20.3218	3.22729
	914	815	63	4.68945
	562	463	3.5857	0.46982
	563	464	0.000222933	2.91471e-05
	593	494	0	0
	930	831	0	0
	1093	994	133.67	8.15804
	931	832	32.9365	2.40156
	813	714	25.1094	2.13342
	493	394	1.23153	0.189621
	991	892	87.0725	5.92181
	1036	937	154.876	10.0273
	915	816	39.5945	2.94363
	511	412	0	0
	754	655	1.91779e-05	1.77623e-06
	521	422	1.99516	0.286816
	3071	2972	43.1827	0.881453
	808	709	0	0
	751	652	1236.06	115.009
	789	690	0	0
	635	536	13.4903	1.52685
	7435	7336	0	0
	7417	7318	89.3171	0.740425
	681	582	3.68288	0.383887
	483	384	0	0
	1759	1660	350.286	12.8013
	1600	1501	831.93	33.6237
	560	461	4.64241	0.610916
	721	622	12.9381	1.26188
	786	687	0	0
	1833	1734	0	0
	1525	1426	0	0
	996	897	12	0.811573
	8964	8865	1780.56	12.1847
	2606	2507	189.457	4.58454
	1019	920	0	0
	11345	11246	48.3244	0.26068
	1432	1333	18.5899	0.846029
	4499	4400	52.2093	0.719836
	728	629	2.38815	0.23033
	663	564	0	0
	965	866	0	0
	567	468	0	0
	577	478	5.39086	0.684177
	517	418	0	0
	453	354	1.61008	0.27592
	2999	2900	0	0
	1514	1415	0	0
	717	618	2.5482	0.250141
	1065	966	3.32771	0.208981
	2144	2045	15.1237	0.448645
	1925	1826	90.0722	2.99246
	1021	922	0	0
	944	845	0	0
	929	830	0	0
	807	708	8.78258	0.752537
	947	848	0	0
	869	770	11.3337	0.892936
	864	765	5.0438	0.399977
	510	411	0	0
	707	608	0	0
	462	363	0	0
	1469	1370	272.072	12.0476
	2304	2205	28.7237	0.790259
	680	581	73.1598	7.63897
	572	473	0	0
	828	729	19.9828	1.6629
	674	575	7.84112	0.827273
	406	307	0.707735	0.139853
	615	516	0	0
	804	705	7.12678	0.613258
	647	548	9.63689	1.06683
	629	530	12.6121	1.44362
	413	314	0	0
	406	307	4.20304	0.830547
	580	481	1.03307	0.130293
	571	472	11.1967	1.43908
	6523	6424	44.9593	0.424573
	2637	2538	0	0
	3509	3410	35.7374	0.635781
	5217	5118	0	0
	5372	5273	40.7181	0.468455
	1437	1338	0	0
	779	680	1.98996	0.177531
	722	623	0	0
	675	576	0	0
	581	482	0.90465	0.11386
	381	282	1.84878	0.397717
	542	443	0	0
	533	434	0	0
	466	367	0	0
	335	236	0	0
	743	644	1	0.0942004
	2613	2514	39.3942	0.950617
	3150	3051	70.2192	1.39621
	691	592	1.4558	0.149183
	5925	5826	597.806	6.22485
	1905	1806	5.09463e-08	1.71133e-09
	1800	1701	349.797	12.4753
	1735	1636	77.3118	2.86682
	1846	1747	0	0
	1432	1333	0	0
	1553	1454	5.41605	0.225973
	1280	1181	179.34	9.21224
	1491	1392	0.0737202	0.00321282
	830	731	0	0
	426	327	10.311	1.9129
	599	500	48.2427	5.85329
	494	395	614.26	94.3396
	539	440	10.2291	1.41034
	1855	1756	137.268	4.74223
	842	743	56.4803	4.61154
	676	577	0	0
	314	215	0	0
	1660	1561	1544.62	60.0283
	1467	1368	200.838	8.90633
	1360	1261	258.69	12.4452
	1601	1502	296.025	11.9563
	404	305	0	0
	641	542	18.8765	2.11281
	548	449	0	0
	495	396	0	0
	732	633	6.90153	0.661425
	5392	5293	9.92231	0.113723
	2533	2434	0	0
	1490	1391	0	0
	801	702	0	0
	591	492	1.07769	0.132883
	636	537	1.38204	0.156129
	548	449	0	0
	826	727	0	0
	534	435	0	0
	695	596	0	0
	561	462	7.91075	1.03876
	2447	2348	0	0
	2047	1948	0	0
	1852	1753	0	0
	1445	1346	1.30763	0.0589355
	742	643	0	0
	1761	1662	0	0
	779	680	0	0
	898	799	0	0
	582	483	0	0
	564	465	0	0
	734	635	0	0
	873	774	1.69237	0.132646
	556	457	0	0
	561	462	0	0
	482	383	0	0
	568	469	0	0
	584	485	0	0
	569	470	0	0
	990	891	0	0
	1307	1208	0	0
	8755	8656	13	0.0911097
	6062	5963	155.541	1.58241
	597	498	2	0.243635
	4106	4007	327	4.9507
	1717	1618	0	0
	1557	1458	0	0
	1683	1584	0	0
	403	304	0	0
	1613	1514	1	0.0400694
	2174	2075	6.52739	0.190836
	4067	3968	2.09614	0.032047
	599	500	0	0
	510	411	0	0
	2136	2037	0	0
	2287	2188	0	0
	2155	2056	1090.34	32.1719
	452	353	9.31614	1.60103
	887	788	64.8288	4.99091
	1851	1752	4733.69	163.91
	710	611	91.097	9.04485
	883	784	85.2637	6.59761
	764	665	18.6444	1.70085
	996	897	392.018	26.5126
	729	630	2.74689	0.264508
	678	579	29.8901	3.13176
	581	482	0	0
	604	505	1.97332	0.237052
	2021	1922	72.6997	2.29466
	2165	2066	37.4294	1.09906
	1381	1282	0	0
	1403	1304	22.9749	1.06885
	1648	1549	43.41	1.70011
	2437	2338	0	0
	1771	1672	0	0
	1736	1637	66.4697	2.46328
	1413	1314	0	0
	1440	1341	0	0
	1813	1714	0	0
	2563	2464	2.1572	0.0531114
	1877	1778	0	0
	2195	2096	75.651	2.18959
	3301	3202	29.6616	0.561969
	2994	2895	38.7332	0.811658
	1611	1512	0	0
	1665	1566	0	0
	721	622	145.859	14.2259
	5118	5019	3130.11	37.8339
	3585	3486	9.70949	0.168969
	1701	1602	0	0
	562	463	5.43281	0.71184
	1710	1611	46.3586	1.74572
	575	476	84.4091	10.7577
	3807	3708	794.935	13.0056
	1078	979	0	0
	3278	3179	530.655	10.1265
	591	492	6.87718	0.847977
	564	465	0	0
	2332	2233	30.8	0.836759
	562	463	0	0
	2187	2088	63.8081	1.85389
	575	476	0	0
	2288	2189	19.1545	0.53084
	1042	943	3.07668	0.197929
	2709	2610	77.0937	1.79191
	3826	3727	206.062	3.35411
	2168	2069	34.3427	1.00696
	727	628	0	0
	574	475	22.6541	2.8933
	1049	950	0	0
	685	586	0	0
	568	469	0	0
	561	462	0	0
	561	462	0	0
	3800	3701	17.0176	0.278944
	966	867	0	0
	966	867	0	0
	3340	3241	4.47394	0.0837433
	2684	2585	0	0
	2741	2642	3.74029	0.0858838
	2403	2304	0	0
	613	514	0.272328	0.0321416
	875	776	3.96524	0.309989
	2873	2774	138.795	3.03532
	1509	1410	0	0
	1384	1285	0	0
	972	873	0	0
	3069	2970	0	0
	3130	3031	180.955	3.62179
	644	545	0	0
	728	629	10.6081	1.02312
	324	225	12.5672	3.38839
	293	194	0	0
	2436	2337	111.87	2.90397
	546	447	0	0
	1621	1522	2.15348	0.085835
	5743	5644	15.2258	0.163656
	409	310	0	0
	5365	5266	10.6404	0.122579
	519	420	0	0
	622	523	0	0
	5916	5817	0	0
	2786	2687	0	0
	2351	2252	1.2553	0.0338155
	557	458	0.744705	0.0986409
	1110	1011	0	0
	460	361	0	0
	1946	1847	0.33557	0.0110218
	1462	1363	17.9403	0.798494
	1641	1542	35.8511	1.41045
	789	690	6.51785	0.573052
	1431	1332	4.35607	0.198394
	2996	2897	91.7841	1.92202
	2368	2269	52.557	1.40519
	546	447	0	0
	979	880	8.69533	0.599435
	578	479	2.49313	0.315753
	564	465	0	0
	3027	2928	0	0
	2700	2601	0	0
	554	455	0	0
	572	473	13586.8	1742.59
	764	665	61.0988	5.57377
	550	451	1482.98	199.479
	2845	2746	195.6	4.32123
	779	680	96.8051	8.63631
	927	828	80.0022	5.86152
	743	644	13.813	1.30119
	668	569	29.9309	3.19114
	707	608	32.3488	3.2277
	514	415	1241.68	181.51
	692	593	21.7128	2.22126
	508	409	5.53736	0.821331
	357	258	0	0
	1138	1039	1502.26	87.714
	1449	1350	3274.81	147.16
	1727	1628	52.1237	1.94231
	584	485	0	0
	981	882	46.9181	3.22709
	767	668	0	0
	816	717	5.35831	0.453364
	563	464	126.025	16.477
	546	447	2.43867	0.330967
	724	625	5.7135	0.554576
	1015	916	3.4987	0.231713
	556	457	0	0
	4391	4292	297.056	4.19872
	4413	4314	390.411	5.4901
	4242	4143	305.233	4.46945
	3488	3389	0	0
	3327	3228	0	0
	2839	2740	128.38	2.84241
	2513	2414	0	0
	2813	2714	0	0
	467	368	3.02004	0.497856
	1761	1662	0	0
	501	402	0	0
	5715	5616	25.9318	0.28012
	6573	6474	0	0
	4055	3956	29.6138	0.454126
	1883	1784	0	0
	1073	974	0	0
	656	557	1.60228	0.17451
	1544	1445	131.559	5.52322
	835	736	4.35956	0.359338
	1630	1531	146.36	5.79942
	569	470	6.5681	0.847775
	1823	1724	91.7893	3.22993
	1783	1684	98.4713	3.54737
	1501	1402	29.1587	1.26171
	907	808	0	0
	786	687	0	0
	1524	1425	0	0
	4942	4843	140.791	1.7636
	571	472	0	0
	302	203	5.30983	1.5868
	1473	1374	0	0
	2542	2443	0	0
	755	656	0	0
	2150	2051	0	0
	2036	1937	0	0
	1874	1775	0	0
	3031	2932	90.6802	1.87623
	2356	2257	0	0
	1200	1101	8.31981	0.458421
	1589	1490	0	0
	2284	2185	0	0
	2476	2377	0	0
	917	818	0	0
	928	829	0	0
	1699	1600	0	0
	605	506	0	0
	1604	1505	0	0
	5203	5104	27.5649	0.327631
	1036	937	0	0
	3146	3047	0	0
	3149	3050	0	0
	768	669	0	0
	579	480	0	0
	1175	1076	339.761	19.1558
	672	573	0	0
	627	528	6.77023	0.777872
	1005	906	0	0
	996	897	3.72738	0.252087
	595	496	0	0
	631	532	0	0
	699	600	0	0
	538	439	0	0
	2959	2860	210.227	4.45924
	719	620	6.06972	0.593903
	1292	1193	48.5065	2.4666
	1233	1134	46.1536	2.46905
	3087	2988	0	0
	704	605	0	0
	688	589	1.64242	0.169163
	1611	1512	0	0
	3890	3791	0	0
	720	621	0	0
	542	443	0	0
	4500	4401	0	0
	686	587	0.181519	0.0187596
	583	484	0	0
	691	592	0	0
	867	768	0	0
	931	832	3.40986	0.248629
	706	607	0	0
	734	635	33.9608	3.24446
	866	767	51.255	4.05396
	924	825	9.75166	0.717072
	604	505	0	0
	210	111	0	0
	4624	4525	379	5.08112
	873	774	0	0
	1407	1308	982.619	45.5739
	724	625	0	0
	599	500	92.3812	11.2086
	2755	2656	586.342	13.3925
	833	734	117.483	9.70994
	805	706	29.4685	2.53217
	792	693	60.4632	5.29293
	389	290	5.3249	1.11391
	676	577	269.159	28.299
	611	512	17.0069	2.01508
	927	828	266.669	19.538
	914	815	106.169	7.90272
	837	738	23.0086	1.89135
	1585	1486	22.8451	0.932638
	3751	3652	15.8427	0.26317
	2280	2181	348.996	9.70742
	2936	2837	86.6982	1.85391
	2242	2143	757.387	21.4405
	2562	2463	173.885	4.28288
	802	703	112.694	9.72491
	476	377	84.7482	13.6373
	474	375	68.8745	11.1421
	866	767	82.1548	6.49795
	541	442	0	0
	784	685	28.5656	2.52983
	1021	922	18.9608	1.24757
	845	746	0	0
	686	587	81.9066	8.46486
	849	750	17.907	1.44844
	838	739	18.9982	1.55958
	789	690	197.287	17.3455
	476	377	21.9367	3.52995
	612	513	0	0
	1346	1247	320.952	15.6139
	831	732	84.0479	6.96553
	727	628	0	0
	3608	3509	7.23807	0.125135
	3743	3644	86.5625	1.44109
	3832	3733	0	0
	930	831	0	0
	930	831	0	0
	2163	2064	19.5335	0.574129
	2049	1950	0	0
	542	443	0	0
	3449	3350	329.328	5.96379
	2075	1976	14.8831	0.456926
	1144	1045	0	0
	2129	2030	0	0
	531	432	11.4645	1.60994
	3645	3546	180.749	3.09226
	568	469	1.89016	0.244492
	567	468	0	0
	2111	2012	10.1098	0.304828
	583	484	7.37376	0.924234
	240	141	0	0
	2745	2646	12.2387	0.280597
	647	548	3.55065	0.393066
	1275	1176	1.49095	0.0769121
	5826	5727	64	0.67794
	940	841	0	0
	3550	3451	123.235	2.16635
	548	449	2.76502	0.373586
	2632	2533	0	0
	1527	1428	2.63166	0.111799
	1207	1108	0	0
	2250	2151	0	0
	1527	1428	2.63166	0.111799
	1363	1264	0.797413	0.0382714
	1080	981	0	0
	922	823	0.343064	0.025288
	997	898	0	0
	1118	1019	1	0.0595339
	6752	6653	1708.29	15.5769
	3925	3826	210.414	3.33633
	3026	2927	434.909	9.01393
	3109	3010	61.2283	1.23403
	1636	1537	248.368	9.80302
	655	556	45.3342	4.94641
	782	683	0	0
	290	191	0	0
	455	356	2.23585	0.381005
	560	461	22.5679	2.96982
	535	436	5.1515	0.71678
	515	416	4.54773	0.663193
	400	301	15.7125	3.16677
	589	490	0	0
	646	547	0	0
	2301	2202	0	0
	479	380	0	0
	574	475	0	0
	2305	2206	0	0
	5832	5733	0	0
	900	801	0	0
	5362	5263	0	0
	2731	2632	1063.86	24.521
	1705	1606	748.209	28.2629
	1002	903	18.7137	1.25722
	762	663	81.7232	7.47775
	1382	1283	33.6644	1.59178
	568	469	101.827	13.1713
	2855	2756	249.813	5.49889
	567	468	12.874	1.6688
	9213	9114	0	0
	2399	2300	0	0
	2925	2826	0	0
	2853	2754	0	0
	3004	2905	0	0
	2983	2884	0	0
	3253	3154	0	0
	2594	2495	0	0
	2775	2676	0	0
	2750	2651	0	0
	100	1.52009	0	0
	100	1.52009	0	0
	100	1.52009	0	0
	151	52	0	0
	100	1.52009	0	0
	545	446	1	0.13602
	688	589	0	0
	100	1.52009	0	0
	100	1.52009	0	0
	108	9	0	0
	1616	1517	0	0
	100	1.52009	0	0
	100	1.52009	0	0
	100	1.52009	0	0
	600	501	0	0
	1426	1327	0	0
	984	885	0	0
	716	617	0	0
	100	1.52009	0	0
	804	705	0	0
	784	685	0	0
	164	65	0	0
	540	441	0	0
	159	60	0	0
	176	77	0	0
	100	1.52009	0	0
	148	49	0	0
	100	1.52009	0	0
	160	61	0	0
	145	46	0	0
	119	20	0	0
	100	1.52009	0	0
	103	4.00054	0	0
	113	14	0	0
	100	1.52009	0	0
	268	169	0	0
	100	1.52009	0	0
	798	699	0	0
	524	425	5.68246	0.811121
	543	444	0	0
	581	482	0	0
	491	392	6.52314	1.00951
	3945	3846	636.683	10.0427
	529	430	25.7558	3.63367
	790	691	0	0
	2097	1998	0	0
	579	480	0	0
	5861	5762	1413.4	14.8809
	931	832	39.0553	2.8477
	2063	1964	11.9552	0.36928
	2026	1927	44.823	1.4111
	573	474	47.7642	6.11312
	561	462	3.47918	0.45685
	351	252	9.44504	2.27375
	566	467	0	0
	4887	4788	14.1444	0.179213
	4882	4783	57.6626	0.731362
	939	840	0	0
	875	776	0	0
	836	737	11.9852	0.986542
	2298	2199	158.456	4.37141
	784	685	5.04287	0.446607
	865	766	0	0
	768	669	0	0
	1508	1409	672.191	28.9415
	1612	1513	114.68	4.59819
	1564	1465	176.082	7.29149
	326	227	0	0
	2143	2044	409.469	12.1529
	1525	1426	159.613	6.79028
	1455	1356	43.574	1.94943
	1585	1486	226.496	9.24658
	1437	1338	209.872	9.5156
	1232	1133	105.724	5.66088
	754	655	0	0
	717	618	11.1767	1.09714
	771	672	54.6449	4.93309
	1204	1105	286.966	15.7546
	836	737	0	0
	557	458	0	0
	976	877	189.168	13.0854
	877	778	30.7842	2.40042
	868	769	0	0
	783	684	0	0
	561	462	0	0
	498	399	9.72433	1.47851
	464	365	0	0
	566	467	20.9311	2.71903
	311	212	0	0
	725	626	0	0
	448	349	0	0
	704	605	9.32914	0.935459
	586	487	15.5266	1.93413
	738	639	2.9728	0.28223
	622	523	5.0034	0.580366
	520	421	4.07098	0.586618
	1229	1130	2070.97	111.182
	1362	1263	112.731	5.41474
	755	656	38.7724	3.58556
	1518	1419	223.295	9.54631
	1563	1464	0	0
	1366	1267	90.0534	4.31183
	1566	1467	37.1484	1.5362
	1191	1092	0	0
	1338	1239	15.3159	0.749913
	1443	1344	0	0
	1489	1390	21.0923	0.920549
	769	670	7.93479	0.718454
	445	346	0	0
	1180	1081	0.0048862	0.00027421
	1153	1054	0	0
	4502	4403	1076.26	14.8288
	4557	4458	92.962	1.26504
	844	745	7.54687	0.614538
	479	380	0	0
	4450	4351	0	0
	2745	2646	20.3778	0.467204
	1599	1500	20.6573	0.83545
	2042	1943	6.13265	0.191476
	2574	2475	0	0
	635	536	0	0
	556	457	0	0
	541	442	0	0
	569	470	4.27282	0.551512
	888	789	0	0
	569	470	0	0
	517	418	0	0
	609	510	12.1789	1.4487
	1131	1032	0.00233538	0.000137283
	1126	1027	1.01641	0.0600393
	1380	1281	0	0
	1759	1660	9.94337	0.363383
	3052	2953	0	0
	732	633	0	0
	894	795	0	0
	4789	4690	40.9141	0.529223
	884	785	0	0
	3001	2902	0	0
	4458	4359	120.643	1.67902
	2118	2019	290.332	8.72363
	3517	3418	477.993	8.48375
	1766	1667	84.9204	3.0904
	581	482	0	0
	1405	1306	0	0
	1860	1761	581.22	20.0226
	800	701	0	0
	1711	1612	1.73101	0.0651437
	1784	1685	30.2246	1.08818
	1689	1590	367.842	14.0347
	2101	2002	6.56263	0.198862
	859	760	0	0
	674	575	0	0
	617	518	0	0
	898	799	70.4733	5.35077
	1862	1763	217.946	7.49955
	1721	1622	0.000832907	3.11519e-05
	1464	1365	0	0
	2344	2245	0	0
	2444	2345	0	0
	907	808	0	0
	4428	4329	410.564	5.7535
	2211	2112	142.622	4.09666
	1152	1053	27.7312	1.59764
	1278	1179	0	0
	549	450	1.08272	0.145963
	563	464	0	0
	574	475	0	0
	401	302	0	0
	4382	4283	23.3567	0.330828
	871	772	2.67166	0.209944
	2632	2533	7.39557	0.177123
	2740	2641	0	0
	552	453	0	0
	556	457	0	0
	674	575	0	0
	1733	1634	0	0
	1229	1130	0	0
	707	608	0	0
	565	466	0	0
	485	386	0	0
	244	145	0	0
	166	67	0	0
	1149	1050	15.2372	0.880348
	573	474	0	0
	2185	2086	0.443174	0.0128884
	1924	1825	4.73416	0.157369
	1892	1793	0	0
	574	475	1.09263	0.139546
	1801	1702	34.5166	1.23029
	1160	1061	2.39073	0.136695
	833	734	0	0
	486	387	0	0
	1281	1182	0	0
	551	452	0	0
	878	779	0	0
	1001	902	0	0
	5654	5555	746.775	8.15538
	3611	3512	0	0
	2282	2183	2	0.0555795
	1686	1587	226	8.63913
	4306	4207	4.05579	0.0584846
	2409	2310	0	0
	2257	2158	0	0
	1279	1180	0	0
	1361	1262	0	0
	2365	2266	488.929	13.0895
	1522	1423	11.3474	0.483762
	776	677	15.3773	1.37794
	789	690	0	0
	582	483	0	0
	1128	1029	0	0
	739	640	0	0
	714	615	0	0
	624	525	0	0
	572	473	5.83215	0.748008
	528	429	0	0
	480	381	0	0
	430	331	0	0
	555	456	5.25027	0.698482
	2695	2596	72.7617	1.70034
	912	813	4.569	0.340933
	3234	3135	71.6671	1.38682
	3339	3240	0.0243963	0.000456791
	1734	1635	775.288	28.7663
	2926	2827	134.035	2.87629
	1778	1679	5.58718	0.201874
	552	453	8.31188	1.11311
	314	215	72.7646	20.5315
	861	762	21.2817	1.6943
	872	773	3.86442	0.30328
	431	332	3.60634	0.658972
	866	767	34.4407	2.72405
	923	824	0	0
	1471	1372	968.758	42.8351
	9298	9199	653.17	4.30749
	783	684	0	0
	945	846	13.1635	0.943926
	2706	2607	10.4732	0.243711
	709	610	8.88179	0.883302
	2713	2614	102.355	2.37542
	950	851	375.914	26.7977
	478	379	67.0418	10.7311
	569	470	14.4888	1.87013
	570	471	1218.35	156.925
	537	438	1.8863	0.261261
	639	540	23.9136	2.68652
	700	601	5.91904	0.597469
	474	375	0	0
	644	545	1.65954	0.184726
	556	457	1.39472	0.185143
	5834	5735	19.7655	0.209081
	1369	1270	0	0
	1591	1492	0	0
	1645	1546	2.72183	0.106805
	367	268	0	0
	539	440	0	0
	1593	1494	0	0
	500	401	0	0
	509	410	0.278169	0.0411589
	452	353	0	0
	2411	2312	0	0
	2341	2242	0	0
	2274	2175	0	0
	2409	2310	0	0
	785	686	0	0
	2448	2349	0	0
	7764	7665	974.755	7.71475
	815	716	128.177	10.8602
	2143	2044	214.733	6.37317
	2273	2174	44.6654	1.24638
	576	477	2.45986	0.312846
	9353	9254	14673.2	96.191
	3314	3215	13.0218	0.245713
	1146	1047	0	0
	860	761	0	0
	2210	2111	59.4236	1.70769
	461	362	19.698	3.30104
	2870	2771	0	0
	579	480	3.92098	0.495555
	1132	1033	0	0
	696	597	114.829	11.6686
	441	342	0	0
	462	363	1.26525	0.21145
	575	476	27.8875	3.55419
	994	895	1.72925	0.117212
	711	612	16.6312	1.64859
	914	815	49.4124	3.67805
	1118	1019	105.791	6.29815
	593	494	147.709	18.1393
	1440	1341	476.158	21.5408
	887	788	136.51	10.5094
	841	742	159.583	13.0473
	732	633	218.543	20.9446
	498	399	0	0
	675	576	75.8702	7.99075
	1141	1042	224.172	13.0513
	1759	1660	1228.18	44.8842
	638	539	7.52495	0.846941
	459	360	240.738	40.5677
	431	332	63.8733	11.6713
	543	444	9.25565	1.26463
	1207	1108	0	0
	3651	3552	1.80987	0.030911
	597	498	0	0
	3125	3026	0	0
	2756	2657	0	0
	10084	9985	0	0
	792	693	0	0
	2852	2753	0	0
	841	742	2.03947	0.166745
	2267	2168	0.681436	0.019068
	373	274	0	0
	513	414	0.869873	0.127466
	471	372	0	0
	525	426	0	0
	1860	1761	77.1849	2.65896
	2084	1985	0	0
	683	584	0	0
	990	891	35.46	2.41435
	784	685	0	0
	776	677	0	0
	621	522	0	0
	2011	1912	59.663	1.89302
	1007	908	34.6845	2.31734
	581	482	10.7277	1.3502
	1514	1415	132.672	5.68801
	2236	2137	213.086	6.04909
	583	484	35.3271	4.42793
	1399	1300	115.228	5.37718
	1006	907	0	0
	619	520	24.9665	2.91268
	984	885	0	0
	673	574	6.37478	0.673739
	412	313	6.17895	1.19759
	292	193	32.0142	10.0629
	1967	1868	0	0
	2391	2292	21	0.555832
	384	285	0	0
	399	300	0	0
	501	402	0	0
	383	284	0	0
	920	821	0	0
	4854	4755	2391	30.5048
	2038	1939	109.444	3.42414
	1214	1115	69.4757	3.78004
	976	877	196.538	13.5952
	780	681	281.355	25.0638
	746	647	129.264	12.1202
	2066	1967	56.1985	1.73324
	581	482	0	0
	2113	2014	0	0
	7474	7375	1359.44	11.1825
	3163	3064	0	0
	2693	2594	0	0
	2378	2279	5.10017	0.135762
	1529	1430	14.9992	0.636314
	572	473	2.99756	0.384454
	439	340	0	0
	554	455	4.70764	0.627669
	2832	2733	188.346	4.18076
	426	327	2.09941	0.389482
	1248	1149	96.6102	5.10084
	544	445	2.84523	0.387879
	298	199	0	0
	581	482	0	0
	865	766	6.38936	0.506019
	1721	1622	2.58811	0.0967987
	1768	1669	738.804	26.8542
	606	507	0	0
	747	648	107.23	10.0388
	504	405	12.2758	1.83879
	628	529	41.1057	4.71395
	622	523	167.897	19.4752
	550	451	0	0
	622	523	20.5563	2.38442
	492	393	15.7511	2.43141
	427	328	89.5214	16.5574
	900	801	255.487	19.3497
	793	694	29.611	2.58841
	162	63	2.14515	2.06565
	2023	1924	7.99428	0.252065
	1279	1180	2.21165	0.113703
	1896	1797	270.851	9.14368
	3062	2963	560.17	11.469
	3660	3561	587.194	10.0034
	814	715	0	0
	539	440	0	0
	2255	2156	107.722	3.03105
	580	481	2.5875	0.326343
	855	756	0	0
	750	651	0	0
	541	442	3.06767	0.421041
	747	648	0	0
	2654	2555	9.64033	0.228897
	4417	4318	4.25628	0.059798
	2388	2289	0.92952	0.0246349
	1958	1859	0	0
	766	667	0	0
	458	359	0.500348	0.0845505
	1196	1097	0	0
	1442	1343	0	0
	437	338	0	0
	872	773	0	0
	1032	933	0	0
	126	27	0	0
	1062	963	0	0
	1697	1598	0	0
	832	733	0	0
	993	894	0	0
	794	695	0	0
	592	493	1.31385	0.161673
	405	306	0	0
	1758	1659	1	0.0365672
	123	24	0	0
	6820	6721	589.221	5.31843
	575	476	0	0
	3440	3341	5.55615	0.100887
	2536	2437	35.8988	0.893642
	2171	2072	92.914	2.72038
	710	611	8.77795	0.871546
	1426	1327	0	0
	6443	6344	2950.05	28.2102
	5955	5856	323.337	3.3496
	382	283	5.61979	1.20468
	580	481	35.866	4.52352
	546	447	0	0
	577	478	17.0487	2.16372
	640	541	43.2042	4.84471
	2379	2280	1253.75	33.3592
	493	394	13.5532	2.08682
	682	583	4.44631	0.462668
	463	364	22.4756	3.74584
	796	697	59.7733	5.20251
	316	217	0	0
	401	302	47.696	9.58106
	740	641	57.3103	5.42392
	8287	8188	952.332	7.05585
	3185	3086	18.5192	0.364053
	2483	2384	457.147	11.6329
	404	305	13.5722	2.69953
	630	531	61.1851	6.99021
	483	384	9.84671	1.5556
	8351	8252	963.609	7.08403
	8906	8807	266.008	1.83234
	2678	2579	653.462	15.3712
	2007	1908	34.4718	1.09604
	1735	1636	299.259	11.0969
	2217	2118	13.7336	0.393367
	1025	926	15.5272	1.01723
	673	574	0	0
	758	659	0	0
	586	487	23.493	2.92649
	659	560	1.08062	0.117064
	817	718	2.12995	0.179963
	918	819	0	0
	9826	9727	234.157	1.46039
	858	759	23.5515	1.88242
	1176	1077	28.5172	1.60631
	870	771	30.7945	2.42302
	703	604	0	0
	1349	1250	15.3647	0.745682
	1186	1087	0	0
	884	785	0	0
	867	768	20.4048	1.61179
	1599	1500	61.2477	2.47706
	1501	1402	11.6034	0.502085
	1841	1742	177.099	6.16746
	2380	2281	46.7952	1.24456
	2939	2840	110.8	2.36679
	2197	2098	59.9067	1.73224
	817	718	0	0
	534	435	0	0
	3309	3210	23.0146	0.434947
	413	314	0	0
	684	585	3.66801	0.380376
	831	732	0	0
	550	451	0	0
	787	688	0	0
	897	798	0	0
	5115	5016	294.234	3.55856
	2866	2767	118.084	2.58894
	587	488	4.33955	0.539465
	1365	1266	0	0
	2086	1987	1	0.030531
	2147	2048	0	0
	4356	4257	0	0
	683	584	0	0
	3911	3812	0	0
	3765	3666	0	0
	548	449	0	0
	560	461	5.69571	0.749524
	592	493	1.22367	0.150576
	394	295	1.84703	0.37983
	516	417	0	0
	551	452	0	0
	1269	1170	4.98506	0.258478
	821	722	51.5782	4.33379
	623	524	71.1365	8.23569
	1898	1799	7.79213	0.262763
	547	448	4.01864	0.544176
	643	544	14.53	1.62034
	320	221	3.49225	0.958632
	3217	3118	0	0
	468	369	1.88904	0.310566
	1767	1668	5.02189	0.182646
	2590	2491	0	0
	740	641	0	0
	3403	3304	0	0
	2951	2852	0	0
	1060	961	0	0
	1398	1299	0	0
	1050	951	0	0
	2482	2383	10.1089	0.257348
	3005	2906	0	0
	2382	2283	789.735	20.9853
	1652	1553	52.0184	2.032
	711	612	0	0
	629	530	18.768	2.14823
	743	644	0	0
	340	241	4.47846	1.12733
	102	3.0139	0	0
	4681	4582	92.6962	1.22729
	3420	3321	90.0748	1.64541
	3350	3251	654.632	12.2157
	2018	1919	0.0304311	0.000962014
	839	740	3.6007	0.295185
	784	685	0	0
	713	614	0	0
	526	427	0	0
	557	458	0	0
	540	441	9.68985	1.33296
	544	445	0	0
	568	469	0	0
	427	328	0	0
	533	434	1	0.139781
	4681	4582	92.6962	1.22729
	5653	5554	20.1591	0.220193
	3587	3488	74.2131	1.29075
	4896	4797	315.491	3.98984
	3540	3441	172.002	3.03241
	3743	3644	17.9507	0.298843
	4279	4180	63.9378	0.927941
	1735	1636	0	0
	2261	2162	0	0
	528	429	11.5768	1.63708
	615	516	0	0
	570	471	1.5207	0.195866
	921	822	0	0
	671	572	31.7588	3.36827
	655	556	2.32508	0.25369
	445	346	0	0
	395	296	0	0
	755	656	1.06475	0.098465
	747	648	0	0
	582	483	0	0
	466	367	0	0
	708	609	0.5	0.0498071
	1910	1811	0	0
	2052	1953	0	0
	921	822	0	0
	1926	1827	0	0
	574	475	1.51776	0.193842
	2364	2265	0	0
	557	458	0	0
	3488	3389	423.492	7.58075
	3344	3245	0	0
	3405	3306	10.1549	0.186342
